Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 9293ms | tok/sec: 28,207 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00046 (3.1%) | loss: 5.661891 | lrm: 1.00 | dt: 269ms | tok/sec: 973,652 | mfu: 42.2% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.620433 | lrm: 1.00 | dt: 271ms | tok/sec: 967,822 | mfu: 41.9% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.582738 | lrm: 1.00 | dt: 269ms | tok/sec: 975,957 | mfu: 42.3% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.543946 | lrm: 1.00 | dt: 274ms | tok/sec: 956,904 | mfu: 41.4% | epoch: 1 | remaining: 290s    
step 00050 (3.5%) | loss: 5.509842 | lrm: 1.00 | dt: 269ms | tok/sec: 974,867 | mfu: 42.2% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.475899 | lrm: 1.00 | dt: 272ms | tok/sec: 965,352 | mfu: 41.8% | epoch: 1 | remaining: 289s    
step 00052 (3.7%) | loss: 5.444183 | lrm: 1.00 | dt: 270ms | tok/sec: 971,788 | mfu: 42.1% | epoch: 1 | remaining: 289s    
step 00053 (3.8%) | loss: 5.412962 | lrm: 1.00 | dt: 272ms | tok/sec: 964,912 | mfu: 41.8% | epoch: 1 | remaining: 288s    
step 00054 (3.8%) | loss: 5.379292 | lrm: 1.00 | dt: 269ms | tok/sec: 973,330 | mfu: 42.2% | epoch: 1 | remaining: 288s    
step 00055 (3.9%) | loss: 5.350475 | lrm: 1.00 | dt: 269ms | tok/sec: 974,084 | mfu: 42.2% | epoch: 1 | remaining: 288s    
step 00056 (4.0%) | loss: 5.323349 | lrm: 1.00 | dt: 269ms | tok/sec: 973,739 | mfu: 42.2% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.297307 | lrm: 1.00 | dt: 269ms | tok/sec: 975,392 | mfu: 42.2% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.269725 | lrm: 1.00 | dt: 269ms | tok/sec: 973,069 | mfu: 42.1% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.243056 | lrm: 1.00 | dt: 269ms | tok/sec: 973,268 | mfu: 42.2% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.219171 | lrm: 1.00 | dt: 271ms | tok/sec: 966,494 | mfu: 41.9% | epoch: 1 | remaining: 287s    
step 00061 (4.5%) | loss: 5.191717 | lrm: 1.00 | dt: 271ms | tok/sec: 967,388 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00062 (4.6%) | loss: 5.166860 | lrm: 1.00 | dt: 272ms | tok/sec: 964,761 | mfu: 41.8% | epoch: 1 | remaining: 286s    
step 00063 (4.7%) | loss: 5.140427 | lrm: 1.00 | dt: 271ms | tok/sec: 966,714 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00064 (4.7%) | loss: 5.113346 | lrm: 1.00 | dt: 270ms | tok/sec: 969,710 | mfu: 42.0% | epoch: 1 | remaining: 285s    
step 00065 (4.8%) | loss: 5.089028 | lrm: 1.00 | dt: 269ms | tok/sec: 973,038 | mfu: 42.1% | epoch: 1 | remaining: 285s    
step 00066 (4.9%) | loss: 5.065492 | lrm: 1.00 | dt: 273ms | tok/sec: 960,863 | mfu: 41.6% | epoch: 1 | remaining: 285s    
step 00067 (5.0%) | loss: 5.043558 | lrm: 1.00 | dt: 269ms | tok/sec: 975,591 | mfu: 42.3% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 5.017755 | lrm: 1.00 | dt: 268ms | tok/sec: 976,552 | mfu: 42.3% | epoch: 1 | remaining: 284s    
step 00069 (5.2%) | loss: 4.991096 | lrm: 1.00 | dt: 269ms | tok/sec: 974,369 | mfu: 42.2% | epoch: 1 | remaining: 284s    
step 00070 (5.3%) | loss: 4.963790 | lrm: 1.00 | dt: 271ms | tok/sec: 967,199 | mfu: 41.9% | epoch: 1 | remaining: 284s    
step 00071 (5.4%) | loss: 4.941822 | lrm: 1.00 | dt: 269ms | tok/sec: 975,108 | mfu: 42.2% | epoch: 1 | remaining: 284s    
step 00072 (5.5%) | loss: 4.918634 | lrm: 1.00 | dt: 273ms | tok/sec: 958,865 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00073 (5.6%) | loss: 4.896903 | lrm: 1.00 | dt: 271ms | tok/sec: 967,759 | mfu: 41.9% | epoch: 1 | remaining: 283s    
step 00074 (5.6%) | loss: 4.877515 | lrm: 1.00 | dt: 272ms | tok/sec: 965,401 | mfu: 41.8% | epoch: 1 | remaining: 283s    
step 00075 (5.7%) | loss: 4.856316 | lrm: 1.00 | dt: 272ms | tok/sec: 964,845 | mfu: 41.8% | epoch: 1 | remaining: 283s    
step 00076 (5.8%) | loss: 4.833892 | lrm: 1.00 | dt: 273ms | tok/sec: 960,294 | mfu: 41.6% | epoch: 1 | remaining: 282s    
step 00077 (5.9%) | loss: 4.812470 | lrm: 1.00 | dt: 270ms | tok/sec: 970,022 | mfu: 42.0% | epoch: 1 | remaining: 282s    
step 00078 (6.0%) | loss: 4.792170 | lrm: 1.00 | dt: 270ms | tok/sec: 971,368 | mfu: 42.1% | epoch: 1 | remaining: 282s    
step 00079 (6.1%) | loss: 4.772630 | lrm: 1.00 | dt: 274ms | tok/sec: 957,741 | mfu: 41.5% | epoch: 1 | remaining: 281s    
step 00080 (6.2%) | loss: 4.747310 | lrm: 1.00 | dt: 271ms | tok/sec: 968,801 | mfu: 42.0% | epoch: 1 | remaining: 281s    
step 00081 (6.3%) | loss: 4.725028 | lrm: 1.00 | dt: 271ms | tok/sec: 969,039 | mfu: 42.0% | epoch: 1 | remaining: 281s    
step 00082 (6.4%) | loss: 4.702300 | lrm: 1.00 | dt: 267ms | tok/sec: 982,371 | mfu: 42.6% | epoch: 1 | remaining: 281s    
step 00083 (6.5%) | loss: 4.682698 | lrm: 1.00 | dt: 275ms | tok/sec: 953,419 | mfu: 41.3% | epoch: 1 | remaining: 280s    
step 00084 (6.6%) | loss: 4.663834 | lrm: 1.00 | dt: 271ms | tok/sec: 969,086 | mfu: 42.0% | epoch: 1 | remaining: 280s    
step 00085 (6.6%) | loss: 4.644821 | lrm: 1.00 | dt: 271ms | tok/sec: 966,617 | mfu: 41.9% | epoch: 1 | remaining: 280s    
step 00086 (6.7%) | loss: 4.625774 | lrm: 1.00 | dt: 269ms | tok/sec: 974,272 | mfu: 42.2% | epoch: 1 | remaining: 280s    
step 00087 (6.8%) | loss: 4.605080 | lrm: 1.00 | dt: 271ms | tok/sec: 967,284 | mfu: 41.9% | epoch: 1 | remaining: 279s    
step 00088 (6.9%) | loss: 4.580322 | lrm: 1.00 | dt: 272ms | tok/sec: 962,896 | mfu: 41.7% | epoch: 1 | remaining: 279s    
step 00089 (7.0%) | loss: 4.560947 | lrm: 1.00 | dt: 270ms | tok/sec: 972,066 | mfu: 42.1% | epoch: 1 | remaining: 279s    
step 00090 (7.1%) | loss: 4.540238 | lrm: 1.00 | dt: 273ms | tok/sec: 960,759 | mfu: 41.6% | epoch: 1 | remaining: 278s    
step 00091 (7.2%) | loss: 4.521873 | lrm: 1.00 | dt: 270ms | tok/sec: 970,487 | mfu: 42.0% | epoch: 1 | remaining: 278s    
step 00092 (7.3%) | loss: 4.501254 | lrm: 1.00 | dt: 271ms | tok/sec: 967,592 | mfu: 41.9% | epoch: 1 | remaining: 278s    
step 00093 (7.4%) | loss: 4.481553 | lrm: 1.00 | dt: 268ms | tok/sec: 977,733 | mfu: 42.4% | epoch: 1 | remaining: 278s    
step 00094 (7.5%) | loss: 4.459232 | lrm: 1.00 | dt: 272ms | tok/sec: 965,190 | mfu: 41.8% | epoch: 1 | remaining: 277s    
step 00095 (7.5%) | loss: 4.430393 | lrm: 1.00 | dt: 271ms | tok/sec: 966,675 | mfu: 41.9% | epoch: 1 | remaining: 277s    
step 00096 (7.6%) | loss: 4.408460 | lrm: 1.00 | dt: 271ms | tok/sec: 969,043 | mfu: 42.0% | epoch: 1 | remaining: 277s    
step 00097 (7.7%) | loss: 4.394587 | lrm: 1.00 | dt: 270ms | tok/sec: 969,571 | mfu: 42.0% | epoch: 1 | remaining: 277s    
step 00098 (7.8%) | loss: 4.377717 | lrm: 1.00 | dt: 270ms | tok/sec: 971,150 | mfu: 42.1% | epoch: 1 | remaining: 276s    
step 00099 (7.9%) | loss: 4.357998 | lrm: 1.00 | dt: 271ms | tok/sec: 967,829 | mfu: 41.9% | epoch: 1 | remaining: 276s    
step 00100 (8.0%) | loss: 4.338772 | lrm: 1.00 | dt: 267ms | tok/sec: 980,235 | mfu: 42.5% | epoch: 1 | remaining: 276s    
step 00101 (8.1%) | loss: 4.317920 | lrm: 1.00 | dt: 271ms | tok/sec: 966,888 | mfu: 41.9% | epoch: 1 | remaining: 275s    
step 00102 (8.2%) | loss: 4.297887 | lrm: 1.00 | dt: 272ms | tok/sec: 962,129 | mfu: 41.7% | epoch: 1 | remaining: 275s    
step 00103 (8.3%) | loss: 4.281963 | lrm: 1.00 | dt: 273ms | tok/sec: 959,279 | mfu: 41.6% | epoch: 1 | remaining: 275s    
step 00104 (8.4%) | loss: 4.264837 | lrm: 1.00 | dt: 270ms | tok/sec: 971,240 | mfu: 42.1% | epoch: 1 | remaining: 275s    
step 00105 (8.4%) | loss: 4.246073 | lrm: 1.00 | dt: 273ms | tok/sec: 960,673 | mfu: 41.6% | epoch: 1 | remaining: 274s    
step 00106 (8.5%) | loss: 4.228108 | lrm: 1.00 | dt: 270ms | tok/sec: 970,134 | mfu: 42.0% | epoch: 1 | remaining: 274s    
step 00107 (8.6%) | loss: 4.212058 | lrm: 1.00 | dt: 273ms | tok/sec: 960,778 | mfu: 41.6% | epoch: 1 | remaining: 274s    
step 00108 (8.7%) | loss: 4.196709 | lrm: 1.00 | dt: 271ms | tok/sec: 967,806 | mfu: 41.9% | epoch: 1 | remaining: 274s    
step 00109 (8.8%) | loss: 4.179682 | lrm: 1.00 | dt: 269ms | tok/sec: 976,171 | mfu: 42.3% | epoch: 1 | remaining: 273s    
step 00110 (8.9%) | loss: 4.164816 | lrm: 1.00 | dt: 273ms | tok/sec: 961,794 | mfu: 41.7% | epoch: 1 | remaining: 273s    
step 00111 (9.0%) | loss: 4.147590 | lrm: 1.00 | dt: 272ms | tok/sec: 963,801 | mfu: 41.7% | epoch: 1 | remaining: 273s    
step 00112 (9.1%) | loss: 4.128627 | lrm: 1.00 | dt: 271ms | tok/sec: 968,826 | mfu: 42.0% | epoch: 1 | remaining: 272s    
step 00113 (9.2%) | loss: 4.117444 | lrm: 1.00 | dt: 267ms | tok/sec: 981,822 | mfu: 42.5% | epoch: 1 | remaining: 272s    
step 00114 (9.3%) | loss: 4.101838 | lrm: 1.00 | dt: 269ms | tok/sec: 973,083 | mfu: 42.1% | epoch: 1 | remaining: 272s    
step 00115 (9.4%) | loss: 4.086989 | lrm: 1.00 | dt: 272ms | tok/sec: 964,446 | mfu: 41.8% | epoch: 1 | remaining: 272s    
step 00116 (9.4%) | loss: 4.069814 | lrm: 1.00 | dt: 272ms | tok/sec: 963,717 | mfu: 41.7% | epoch: 1 | remaining: 271s    
step 00117 (9.5%) | loss: 4.051499 | lrm: 1.00 | dt: 271ms | tok/sec: 966,544 | mfu: 41.9% | epoch: 1 | remaining: 271s    
step 00118 (9.6%) | loss: 4.037333 | lrm: 1.00 | dt: 273ms | tok/sec: 961,464 | mfu: 41.6% | epoch: 1 | remaining: 271s    
step 00119 (9.7%) | loss: 4.025300 | lrm: 1.00 | dt: 273ms | tok/sec: 961,214 | mfu: 41.6% | epoch: 1 | remaining: 271s    
step 00120 (9.8%) | loss: 4.007122 | lrm: 1.00 | dt: 268ms | tok/sec: 979,600 | mfu: 42.4% | epoch: 1 | remaining: 270s    
step 00121 (9.9%) | loss: 3.994873 | lrm: 1.00 | dt: 270ms | tok/sec: 972,432 | mfu: 42.1% | epoch: 1 | remaining: 270s    
step 00122 (10.0%) | loss: 3.980472 | lrm: 1.00 | dt: 271ms | tok/sec: 967,343 | mfu: 41.9% | epoch: 1 | remaining: 270s    
step 00123 (10.1%) | loss: 3.964803 | lrm: 1.00 | dt: 270ms | tok/sec: 969,809 | mfu: 42.0% | epoch: 1 | remaining: 270s    
step 00124 (10.2%) | loss: 3.954378 | lrm: 1.00 | dt: 266ms | tok/sec: 984,362 | mfu: 42.6% | epoch: 1 | remaining: 269s    
step 00125 (10.3%) | loss: 3.943728 | lrm: 1.00 | dt: 271ms | tok/sec: 966,945 | mfu: 41.9% | epoch: 1 | remaining: 269s    
step 00126 (10.3%) | loss: 3.928520 | lrm: 1.00 | dt: 271ms | tok/sec: 968,581 | mfu: 42.0% | epoch: 1 | remaining: 269s    
step 00127 (10.4%) | loss: 3.916453 | lrm: 1.00 | dt: 271ms | tok/sec: 965,578 | mfu: 41.8% | epoch: 1 | remaining: 268s    
step 00128 (10.5%) | loss: 3.899456 | lrm: 1.00 | dt: 268ms | tok/sec: 979,083 | mfu: 42.4% | epoch: 1 | remaining: 268s    
step 00129 (10.6%) | loss: 3.886831 | lrm: 1.00 | dt: 272ms | tok/sec: 962,108 | mfu: 41.7% | epoch: 1 | remaining: 268s    
step 00130 (10.7%) | loss: 3.873325 | lrm: 1.00 | dt: 267ms | tok/sec: 981,463 | mfu: 42.5% | epoch: 1 | remaining: 268s    
step 00131 (10.8%) | loss: 3.855987 | lrm: 1.00 | dt: 271ms | tok/sec: 968,775 | mfu: 42.0% | epoch: 1 | remaining: 267s    
step 00132 (10.9%) | loss: 3.845620 | lrm: 1.00 | dt: 267ms | tok/sec: 980,576 | mfu: 42.5% | epoch: 1 | remaining: 267s    
step 00133 (11.0%) | loss: 3.834763 | lrm: 1.00 | dt: 271ms | tok/sec: 968,878 | mfu: 42.0% | epoch: 1 | remaining: 267s    
step 00134 (11.1%) | loss: 3.827609 | lrm: 1.00 | dt: 269ms | tok/sec: 974,800 | mfu: 42.2% | epoch: 1 | remaining: 267s    
step 00135 (11.2%) | loss: 3.818059 | lrm: 1.00 | dt: 271ms | tok/sec: 967,082 | mfu: 41.9% | epoch: 1 | remaining: 266s    
step 00136 (11.2%) | loss: 3.808252 | lrm: 1.00 | dt: 267ms | tok/sec: 982,168 | mfu: 42.5% | epoch: 1 | remaining: 266s    
step 00137 (11.3%) | loss: 3.800033 | lrm: 1.00 | dt: 272ms | tok/sec: 962,846 | mfu: 41.7% | epoch: 1 | remaining: 266s    
step 00138 (11.4%) | loss: 3.790767 | lrm: 1.00 | dt: 269ms | tok/sec: 975,802 | mfu: 42.3% | epoch: 1 | remaining: 265s    
step 00139 (11.5%) | loss: 3.782544 | lrm: 1.00 | dt: 268ms | tok/sec: 977,916 | mfu: 42.4% | epoch: 1 | remaining: 265s    
step 00140 (11.6%) | loss: 3.771413 | lrm: 1.00 | dt: 267ms | tok/sec: 982,238 | mfu: 42.5% | epoch: 1 | remaining: 265s    
step 00141 (11.7%) | loss: 3.761100 | lrm: 1.00 | dt: 272ms | tok/sec: 964,908 | mfu: 41.8% | epoch: 1 | remaining: 265s    
step 00142 (11.8%) | loss: 3.748129 | lrm: 1.00 | dt: 267ms | tok/sec: 980,898 | mfu: 42.5% | epoch: 1 | remaining: 264s    
step 00143 (11.9%) | loss: 3.743446 | lrm: 1.00 | dt: 267ms | tok/sec: 981,415 | mfu: 42.5% | epoch: 1 | remaining: 264s    
step 00144 (12.0%) | loss: 3.726146 | lrm: 1.00 | dt: 270ms | tok/sec: 970,041 | mfu: 42.0% | epoch: 1 | remaining: 264s    
step 00145 (12.0%) | loss: 3.715500 | lrm: 1.00 | dt: 270ms | tok/sec: 972,111 | mfu: 42.1% | epoch: 1 | remaining: 264s    
step 00146 (12.1%) | loss: 3.713269 | lrm: 1.00 | dt: 268ms | tok/sec: 979,511 | mfu: 42.4% | epoch: 1 | remaining: 263s    
step 00147 (12.2%) | loss: 3.698888 | lrm: 1.00 | dt: 269ms | tok/sec: 975,270 | mfu: 42.2% | epoch: 1 | remaining: 263s    
step 00148 (12.3%) | loss: 3.694418 | lrm: 1.00 | dt: 272ms | tok/sec: 965,080 | mfu: 41.8% | epoch: 1 | remaining: 263s    
step 00149 (12.4%) | loss: 3.684594 | lrm: 1.00 | dt: 268ms | tok/sec: 976,875 | mfu: 42.3% | epoch: 1 | remaining: 263s    
step 00150 (12.5%) | loss: 3.677771 | lrm: 1.00 | dt: 269ms | tok/sec: 975,001 | mfu: 42.2% | epoch: 1 | remaining: 262s    
step 00151 (12.6%) | loss: 3.672702 | lrm: 1.00 | dt: 267ms | tok/sec: 981,305 | mfu: 42.5% | epoch: 1 | remaining: 262s    
step 00152 (12.7%) | loss: 3.664822 | lrm: 1.00 | dt: 269ms | tok/sec: 973,678 | mfu: 42.2% | epoch: 1 | remaining: 262s    
step 00153 (12.8%) | loss: 3.660436 | lrm: 1.00 | dt: 270ms | tok/sec: 971,846 | mfu: 42.1% | epoch: 1 | remaining: 261s    
step 00154 (12.9%) | loss: 3.657679 | lrm: 1.00 | dt: 266ms | tok/sec: 986,100 | mfu: 42.7% | epoch: 1 | remaining: 261s    
step 00155 (12.9%) | loss: 3.655969 | lrm: 1.00 | dt: 268ms | tok/sec: 977,607 | mfu: 42.3% | epoch: 1 | remaining: 261s    
step 00156 (13.0%) | loss: 3.653208 | lrm: 1.00 | dt: 270ms | tok/sec: 970,500 | mfu: 42.0% | epoch: 1 | remaining: 261s    
step 00157 (13.1%) | loss: 3.641156 | lrm: 1.00 | dt: 269ms | tok/sec: 976,171 | mfu: 42.3% | epoch: 1 | remaining: 260s    
step 00158 (13.2%) | loss: 3.631736 | lrm: 1.00 | dt: 270ms | tok/sec: 972,563 | mfu: 42.1% | epoch: 1 | remaining: 260s    
step 00159 (13.3%) | loss: 3.624246 | lrm: 1.00 | dt: 267ms | tok/sec: 982,384 | mfu: 42.6% | epoch: 1 | remaining: 260s    
step 00160 (13.4%) | loss: 3.617557 | lrm: 1.00 | dt: 272ms | tok/sec: 963,296 | mfu: 41.7% | epoch: 1 | remaining: 260s    
step 00161 (13.5%) | loss: 3.610305 | lrm: 1.00 | dt: 269ms | tok/sec: 976,034 | mfu: 42.3% | epoch: 1 | remaining: 259s    
step 00162 (13.6%) | loss: 3.605253 | lrm: 1.00 | dt: 269ms | tok/sec: 976,220 | mfu: 42.3% | epoch: 1 | remaining: 259s    
step 00163 (13.7%) | loss: 3.597226 | lrm: 1.00 | dt: 267ms | tok/sec: 981,316 | mfu: 42.5% | epoch: 1 | remaining: 259s    
step 00164 (13.8%) | loss: 3.593460 | lrm: 1.00 | dt: 271ms | tok/sec: 968,849 | mfu: 42.0% | epoch: 1 | remaining: 258s    
step 00165 (13.8%) | loss: 3.586988 | lrm: 1.00 | dt: 268ms | tok/sec: 977,527 | mfu: 42.3% | epoch: 1 | remaining: 258s    
step 00166 (13.9%) | loss: 3.583787 | lrm: 1.00 | dt: 268ms | tok/sec: 978,767 | mfu: 42.4% | epoch: 1 | remaining: 258s    
step 00167 (14.0%) | loss: 3.577146 | lrm: 1.00 | dt: 270ms | tok/sec: 969,130 | mfu: 42.0% | epoch: 1 | remaining: 258s    
step 00168 (14.1%) | loss: 3.569587 | lrm: 1.00 | dt: 272ms | tok/sec: 965,050 | mfu: 41.8% | epoch: 1 | remaining: 257s    
