Uninstalled 1 package in 3.54s
Installed 1 package in 425ms
/usr/local/lib/python3.12/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.010851e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 89188ms | tok/sec: 2,939 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 244ms | tok/sec: 1,075,838 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.04 | dt: 244ms | tok/sec: 1,076,075 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.009080 | lrm: 0.08 | dt: 281ms | tok/sec: 932,836 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.002642 | lrm: 0.13 | dt: 256ms | tok/sec: 1,022,181 | mfu: 41.4% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 8.988198 | lrm: 0.17 | dt: 264ms | tok/sec: 994,124 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.957422 | lrm: 0.21 | dt: 267ms | tok/sec: 982,844 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.889920 | lrm: 0.26 | dt: 322ms | tok/sec: 814,544 | mfu: 33.0% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.769742 | lrm: 0.31 | dt: 254ms | tok/sec: 1,033,692 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.629417 | lrm: 0.36 | dt: 255ms | tok/sec: 1,027,434 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.462387 | lrm: 0.40 | dt: 260ms | tok/sec: 1,009,668 | mfu: 40.9% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.271068 | lrm: 0.44 | dt: 284ms | tok/sec: 922,768 | mfu: 37.4% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.074575 | lrm: 0.49 | dt: 260ms | tok/sec: 1,007,445 | mfu: 40.8% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 7.881808 | lrm: 0.53 | dt: 257ms | tok/sec: 1,019,384 | mfu: 41.3% | epoch: 1 | remaining: 297s    
step 00024 (1.1%) | loss: 7.694545 | lrm: 0.57 | dt: 298ms | tok/sec: 880,606 | mfu: 35.7% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 7.518629 | lrm: 0.62 | dt: 260ms | tok/sec: 1,006,997 | mfu: 40.8% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 7.352331 | lrm: 0.67 | dt: 260ms | tok/sec: 1,007,693 | mfu: 40.8% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.195268 | lrm: 0.71 | dt: 258ms | tok/sec: 1,017,007 | mfu: 41.2% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.052423 | lrm: 0.75 | dt: 320ms | tok/sec: 818,182 | mfu: 33.2% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 6.918603 | lrm: 0.81 | dt: 256ms | tok/sec: 1,025,917 | mfu: 41.6% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 6.790450 | lrm: 0.85 | dt: 257ms | tok/sec: 1,019,747 | mfu: 41.3% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 6.673109 | lrm: 0.89 | dt: 258ms | tok/sec: 1,016,388 | mfu: 41.2% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 6.565464 | lrm: 0.94 | dt: 282ms | tok/sec: 929,512 | mfu: 37.7% | epoch: 1 | remaining: 294s    
step 00033 (2.0%) | loss: 6.467323 | lrm: 0.98 | dt: 261ms | tok/sec: 1,004,155 | mfu: 40.7% | epoch: 1 | remaining: 294s    
step 00034 (2.1%) | loss: 6.375280 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,277 | mfu: 41.1% | epoch: 1 | remaining: 294s    
step 00035 (2.1%) | loss: 6.289864 | lrm: 1.00 | dt: 266ms | tok/sec: 985,005 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.209662 | lrm: 1.00 | dt: 271ms | tok/sec: 969,057 | mfu: 39.3% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.135859 | lrm: 1.00 | dt: 263ms | tok/sec: 996,829 | mfu: 40.4% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.066367 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,262 | mfu: 41.2% | epoch: 1 | remaining: 293s    
step 00039 (2.5%) | loss: 6.001640 | lrm: 1.00 | dt: 269ms | tok/sec: 975,368 | mfu: 39.5% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 5.943666 | lrm: 1.00 | dt: 267ms | tok/sec: 981,723 | mfu: 39.8% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 5.886934 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,649 | mfu: 40.8% | epoch: 1 | remaining: 292s    
step 00042 (2.8%) | loss: 5.835637 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,327 | mfu: 40.8% | epoch: 1 | remaining: 291s    
step 00043 (2.8%) | loss: 5.784636 | lrm: 1.00 | dt: 286ms | tok/sec: 916,739 | mfu: 37.2% | epoch: 1 | remaining: 291s    
step 00044 (2.9%) | loss: 5.737839 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,084 | mfu: 40.7% | epoch: 1 | remaining: 291s    
step 00045 (3.0%) | loss: 5.694643 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,078 | mfu: 40.7% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.650943 | lrm: 1.00 | dt: 262ms | tok/sec: 998,988 | mfu: 40.5% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.608536 | lrm: 1.00 | dt: 271ms | tok/sec: 968,805 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.569802 | lrm: 1.00 | dt: 264ms | tok/sec: 993,487 | mfu: 40.3% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.529928 | lrm: 1.00 | dt: 261ms | tok/sec: 1,002,657 | mfu: 40.6% | epoch: 1 | remaining: 290s    
step 00050 (3.5%) | loss: 5.494953 | lrm: 1.00 | dt: 266ms | tok/sec: 985,829 | mfu: 40.0% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.460025 | lrm: 1.00 | dt: 268ms | tok/sec: 978,287 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00052 (3.6%) | loss: 5.427105 | lrm: 1.00 | dt: 263ms | tok/sec: 997,526 | mfu: 40.4% | epoch: 1 | remaining: 289s    
step 00053 (3.7%) | loss: 5.394820 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,176 | mfu: 40.5% | epoch: 1 | remaining: 289s    
step 00054 (3.8%) | loss: 5.360269 | lrm: 1.00 | dt: 265ms | tok/sec: 987,794 | mfu: 40.0% | epoch: 1 | remaining: 288s    
step 00055 (3.9%) | loss: 5.330605 | lrm: 1.00 | dt: 263ms | tok/sec: 997,832 | mfu: 40.4% | epoch: 1 | remaining: 288s    
step 00056 (4.0%) | loss: 5.302321 | lrm: 1.00 | dt: 264ms | tok/sec: 994,598 | mfu: 40.3% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.275328 | lrm: 1.00 | dt: 263ms | tok/sec: 997,517 | mfu: 40.4% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.246924 | lrm: 1.00 | dt: 393ms | tok/sec: 666,251 | mfu: 27.0% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.219251 | lrm: 1.00 | dt: 256ms | tok/sec: 1,024,317 | mfu: 41.5% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.194151 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,328 | mfu: 41.1% | epoch: 1 | remaining: 287s    
step 00061 (4.5%) | loss: 5.165460 | lrm: 1.00 | dt: 282ms | tok/sec: 928,716 | mfu: 37.6% | epoch: 1 | remaining: 286s    
step 00062 (4.6%) | loss: 5.139824 | lrm: 1.00 | dt: 274ms | tok/sec: 955,140 | mfu: 38.7% | epoch: 1 | remaining: 286s    
step 00063 (4.7%) | loss: 5.113045 | lrm: 1.00 | dt: 262ms | tok/sec: 999,134 | mfu: 40.5% | epoch: 1 | remaining: 286s    
step 00064 (4.7%) | loss: 5.085522 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,968 | mfu: 41.0% | epoch: 1 | remaining: 286s    
step 00065 (4.8%) | loss: 5.060469 | lrm: 1.00 | dt: 340ms | tok/sec: 771,609 | mfu: 31.3% | epoch: 1 | remaining: 285s    
step 00066 (4.9%) | loss: 5.036138 | lrm: 1.00 | dt: 256ms | tok/sec: 1,022,826 | mfu: 41.5% | epoch: 1 | remaining: 285s    
step 00067 (5.0%) | loss: 5.013294 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,423 | mfu: 41.0% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 4.986251 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,821 | mfu: 41.1% | epoch: 1 | remaining: 284s    
step 00069 (5.2%) | loss: 4.958654 | lrm: 1.00 | dt: 280ms | tok/sec: 936,650 | mfu: 38.0% | epoch: 1 | remaining: 284s    
step 00070 (5.3%) | loss: 4.931267 | lrm: 1.00 | dt: 264ms | tok/sec: 994,772 | mfu: 40.3% | epoch: 1 | remaining: 284s    
step 00071 (5.4%) | loss: 4.909537 | lrm: 1.00 | dt: 261ms | tok/sec: 1,004,878 | mfu: 40.7% | epoch: 1 | remaining: 284s    
step 00072 (5.5%) | loss: 4.886255 | lrm: 1.00 | dt: 269ms | tok/sec: 974,615 | mfu: 39.5% | epoch: 1 | remaining: 283s    
step 00073 (5.6%) | loss: 4.863973 | lrm: 1.00 | dt: 274ms | tok/sec: 958,105 | mfu: 38.8% | epoch: 1 | remaining: 283s    
step 00074 (5.7%) | loss: 4.843903 | lrm: 1.00 | dt: 262ms | tok/sec: 999,891 | mfu: 40.5% | epoch: 1 | remaining: 283s    
step 00075 (5.7%) | loss: 4.822310 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,299 | mfu: 40.9% | epoch: 1 | remaining: 283s    
step 00076 (5.8%) | loss: 4.799571 | lrm: 1.00 | dt: 269ms | tok/sec: 973,450 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00077 (5.9%) | loss: 4.777848 | lrm: 1.00 | dt: 269ms | tok/sec: 973,020 | mfu: 39.4% | epoch: 1 | remaining: 282s    
step 00078 (6.0%) | loss: 4.757445 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,194 | mfu: 41.1% | epoch: 1 | remaining: 282s    
step 00079 (6.1%) | loss: 4.738048 | lrm: 1.00 | dt: 262ms | tok/sec: 999,260 | mfu: 40.5% | epoch: 1 | remaining: 281s    
step 00080 (6.2%) | loss: 4.713232 | lrm: 1.00 | dt: 266ms | tok/sec: 983,866 | mfu: 39.9% | epoch: 1 | remaining: 281s    
step 00081 (6.3%) | loss: 4.690583 | lrm: 1.00 | dt: 266ms | tok/sec: 985,193 | mfu: 39.9% | epoch: 1 | remaining: 281s    
step 00082 (6.4%) | loss: 4.666872 | lrm: 1.00 | dt: 262ms | tok/sec: 999,234 | mfu: 40.5% | epoch: 1 | remaining: 281s    
step 00083 (6.4%) | loss: 4.646460 | lrm: 1.00 | dt: 263ms | tok/sec: 995,014 | mfu: 40.3% | epoch: 1 | remaining: 280s    
step 00084 (6.5%) | loss: 4.626700 | lrm: 1.00 | dt: 270ms | tok/sec: 972,079 | mfu: 39.4% | epoch: 1 | remaining: 280s    
step 00085 (6.6%) | loss: 4.607065 | lrm: 1.00 | dt: 265ms | tok/sec: 988,523 | mfu: 40.1% | epoch: 1 | remaining: 280s    
step 00086 (6.7%) | loss: 4.587406 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,390 | mfu: 41.0% | epoch: 1 | remaining: 280s    
step 00087 (6.8%) | loss: 4.566337 | lrm: 1.00 | dt: 266ms | tok/sec: 986,516 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00088 (6.9%) | loss: 4.541391 | lrm: 1.00 | dt: 267ms | tok/sec: 980,503 | mfu: 39.7% | epoch: 1 | remaining: 279s    
step 00089 (7.0%) | loss: 4.522082 | lrm: 1.00 | dt: 264ms | tok/sec: 991,885 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00090 (7.1%) | loss: 4.501935 | lrm: 1.00 | dt: 264ms | tok/sec: 991,902 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00091 (7.2%) | loss: 4.482897 | lrm: 1.00 | dt: 267ms | tok/sec: 980,857 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00092 (7.2%) | loss: 4.461073 | lrm: 1.00 | dt: 269ms | tok/sec: 975,987 | mfu: 39.6% | epoch: 1 | remaining: 278s    
step 00093 (7.3%) | loss: 4.441188 | lrm: 1.00 | dt: 264ms | tok/sec: 993,593 | mfu: 40.3% | epoch: 1 | remaining: 278s    
step 00094 (7.4%) | loss: 4.419585 | lrm: 1.00 | dt: 265ms | tok/sec: 988,396 | mfu: 40.1% | epoch: 1 | remaining: 277s    
step 00095 (7.5%) | loss: 4.391247 | lrm: 1.00 | dt: 266ms | tok/sec: 984,765 | mfu: 39.9% | epoch: 1 | remaining: 277s    
step 00096 (7.6%) | loss: 4.369182 | lrm: 1.00 | dt: 266ms | tok/sec: 984,234 | mfu: 39.9% | epoch: 1 | remaining: 277s    
step 00097 (7.7%) | loss: 4.355541 | lrm: 1.00 | dt: 263ms | tok/sec: 995,117 | mfu: 40.3% | epoch: 1 | remaining: 277s    
step 00098 (7.8%) | loss: 4.338790 | lrm: 1.00 | dt: 262ms | tok/sec: 999,791 | mfu: 40.5% | epoch: 1 | remaining: 276s    
step 00099 (7.9%) | loss: 4.318965 | lrm: 1.00 | dt: 265ms | tok/sec: 988,740 | mfu: 40.1% | epoch: 1 | remaining: 276s    
step 00100 (7.9%) | loss: 4.300076 | lrm: 1.00 | dt: 264ms | tok/sec: 992,170 | mfu: 40.2% | epoch: 1 | remaining: 276s    
step 00101 (8.0%) | loss: 4.279936 | lrm: 1.00 | dt: 263ms | tok/sec: 997,162 | mfu: 40.4% | epoch: 1 | remaining: 276s    
step 00102 (8.1%) | loss: 4.259950 | lrm: 1.00 | dt: 264ms | tok/sec: 994,664 | mfu: 40.3% | epoch: 1 | remaining: 275s    
step 00103 (8.2%) | loss: 4.243146 | lrm: 1.00 | dt: 264ms | tok/sec: 993,347 | mfu: 40.3% | epoch: 1 | remaining: 275s    
step 00104 (8.3%) | loss: 4.225755 | lrm: 1.00 | dt: 265ms | tok/sec: 990,739 | mfu: 40.2% | epoch: 1 | remaining: 275s    
step 00105 (8.4%) | loss: 4.207336 | lrm: 1.00 | dt: 264ms | tok/sec: 992,835 | mfu: 40.2% | epoch: 1 | remaining: 275s    
step 00106 (8.5%) | loss: 4.189298 | lrm: 1.00 | dt: 264ms | tok/sec: 991,333 | mfu: 40.2% | epoch: 1 | remaining: 274s    
step 00107 (8.6%) | loss: 4.173431 | lrm: 1.00 | dt: 263ms | tok/sec: 995,161 | mfu: 40.3% | epoch: 1 | remaining: 274s    
step 00108 (8.7%) | loss: 4.158957 | lrm: 1.00 | dt: 264ms | tok/sec: 991,912 | mfu: 40.2% | epoch: 1 | remaining: 274s    
step 00109 (8.7%) | loss: 4.143533 | lrm: 1.00 | dt: 267ms | tok/sec: 980,149 | mfu: 39.7% | epoch: 1 | remaining: 274s    
step 00110 (8.8%) | loss: 4.129733 | lrm: 1.00 | dt: 334ms | tok/sec: 784,448 | mfu: 31.8% | epoch: 1 | remaining: 273s    
step 00111 (8.9%) | loss: 4.113433 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,312 | mfu: 41.7% | epoch: 1 | remaining: 273s    
step 00112 (9.0%) | loss: 4.095145 | lrm: 1.00 | dt: 256ms | tok/sec: 1,023,042 | mfu: 41.5% | epoch: 1 | remaining: 273s    
step 00113 (9.1%) | loss: 4.083795 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,612 | mfu: 41.1% | epoch: 1 | remaining: 272s    
step 00114 (9.2%) | loss: 4.068335 | lrm: 1.00 | dt: 281ms | tok/sec: 932,791 | mfu: 37.8% | epoch: 1 | remaining: 272s    
step 00115 (9.3%) | loss: 4.053205 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,602 | mfu: 40.9% | epoch: 1 | remaining: 272s    
step 00116 (9.4%) | loss: 4.035854 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,456 | mfu: 41.2% | epoch: 1 | remaining: 272s    
step 00117 (9.5%) | loss: 4.018272 | lrm: 1.00 | dt: 264ms | tok/sec: 992,843 | mfu: 40.2% | epoch: 1 | remaining: 271s    
step 00118 (9.5%) | loss: 4.004672 | lrm: 1.00 | dt: 271ms | tok/sec: 965,920 | mfu: 39.2% | epoch: 1 | remaining: 271s    
step 00119 (9.6%) | loss: 3.993232 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,609 | mfu: 41.1% | epoch: 1 | remaining: 271s    
step 00120 (9.7%) | loss: 3.975477 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,148 | mfu: 41.1% | epoch: 1 | remaining: 271s    
step 00121 (9.8%) | loss: 3.962948 | lrm: 1.00 | dt: 266ms | tok/sec: 984,685 | mfu: 39.9% | epoch: 1 | remaining: 270s    
step 00122 (9.9%) | loss: 3.948501 | lrm: 1.00 | dt: 268ms | tok/sec: 977,971 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00123 (10.0%) | loss: 3.932634 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,071 | mfu: 40.5% | epoch: 1 | remaining: 270s    
step 00124 (10.1%) | loss: 3.921538 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,036 | mfu: 40.7% | epoch: 1 | remaining: 270s    
step 00125 (10.2%) | loss: 3.909784 | lrm: 1.00 | dt: 268ms | tok/sec: 977,889 | mfu: 39.6% | epoch: 1 | remaining: 269s    
step 00126 (10.3%) | loss: 3.894946 | lrm: 1.00 | dt: 266ms | tok/sec: 984,666 | mfu: 39.9% | epoch: 1 | remaining: 269s    
step 00127 (10.3%) | loss: 3.883437 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,831 | mfu: 40.8% | epoch: 1 | remaining: 269s    
step 00128 (10.4%) | loss: 3.866877 | lrm: 1.00 | dt: 261ms | tok/sec: 1,004,698 | mfu: 40.7% | epoch: 1 | remaining: 268s    
step 00129 (10.5%) | loss: 3.854806 | lrm: 1.00 | dt: 276ms | tok/sec: 951,377 | mfu: 38.6% | epoch: 1 | remaining: 268s    
step 00130 (10.6%) | loss: 3.842300 | lrm: 1.00 | dt: 260ms | tok/sec: 1,008,472 | mfu: 40.9% | epoch: 1 | remaining: 268s    
step 00131 (10.7%) | loss: 3.825955 | lrm: 1.00 | dt: 262ms | tok/sec: 1,002,443 | mfu: 40.6% | epoch: 1 | remaining: 268s    
step 00132 (10.8%) | loss: 3.817703 | lrm: 1.00 | dt: 264ms | tok/sec: 992,548 | mfu: 40.2% | epoch: 1 | remaining: 267s    
step 00133 (10.9%) | loss: 3.808726 | lrm: 1.00 | dt: 267ms | tok/sec: 982,202 | mfu: 39.8% | epoch: 1 | remaining: 267s    
step 00134 (11.0%) | loss: 3.801121 | lrm: 1.00 | dt: 266ms | tok/sec: 986,235 | mfu: 40.0% | epoch: 1 | remaining: 267s    
step 00135 (11.0%) | loss: 3.791578 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,891 | mfu: 40.9% | epoch: 1 | remaining: 267s    
step 00136 (11.1%) | loss: 3.782697 | lrm: 1.00 | dt: 288ms | tok/sec: 911,062 | mfu: 36.9% | epoch: 1 | remaining: 266s    
step 00137 (11.2%) | loss: 3.775682 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,793 | mfu: 41.0% | epoch: 1 | remaining: 266s    
step 00138 (11.3%) | loss: 3.767328 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,532 | mfu: 40.8% | epoch: 1 | remaining: 266s    
step 00139 (11.4%) | loss: 3.760124 | lrm: 1.00 | dt: 262ms | tok/sec: 999,364 | mfu: 40.5% | epoch: 1 | remaining: 266s    
step 00140 (11.5%) | loss: 3.749921 | lrm: 1.00 | dt: 299ms | tok/sec: 876,745 | mfu: 35.5% | epoch: 1 | remaining: 265s    
step 00141 (11.6%) | loss: 3.740929 | lrm: 1.00 | dt: 256ms | tok/sec: 1,025,505 | mfu: 41.6% | epoch: 1 | remaining: 265s    
step 00142 (11.7%) | loss: 3.729439 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,477 | mfu: 40.7% | epoch: 1 | remaining: 265s    
step 00143 (11.8%) | loss: 3.725604 | lrm: 1.00 | dt: 264ms | tok/sec: 992,470 | mfu: 40.2% | epoch: 1 | remaining: 264s    
step 00144 (11.9%) | loss: 3.708517 | lrm: 1.00 | dt: 271ms | tok/sec: 966,505 | mfu: 39.2% | epoch: 1 | remaining: 264s    
step 00145 (11.9%) | loss: 3.698927 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,031 | mfu: 41.1% | epoch: 1 | remaining: 264s    
step 00146 (12.0%) | loss: 3.698124 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,596 | mfu: 40.7% | epoch: 1 | remaining: 264s    
step 00147 (12.1%) | loss: 3.685132 | lrm: 1.00 | dt: 263ms | tok/sec: 995,406 | mfu: 40.3% | epoch: 1 | remaining: 263s    
step 00148 (12.2%) | loss: 3.679677 | lrm: 1.00 | dt: 268ms | tok/sec: 977,975 | mfu: 39.6% | epoch: 1 | remaining: 263s    
step 00149 (12.3%) | loss: 3.670693 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,666 | mfu: 41.0% | epoch: 1 | remaining: 263s    
step 00150 (12.4%) | loss: 3.664198 | lrm: 1.00 | dt: 264ms | tok/sec: 993,916 | mfu: 40.3% | epoch: 1 | remaining: 263s    
step 00151 (12.5%) | loss: 3.659626 | lrm: 1.00 | dt: 324ms | tok/sec: 809,430 | mfu: 32.8% | epoch: 1 | remaining: 262s    
step 00152 (12.6%) | loss: 3.652418 | lrm: 1.00 | dt: 255ms | tok/sec: 1,029,711 | mfu: 41.7% | epoch: 1 | remaining: 262s    
step 00153 (12.7%) | loss: 3.647572 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,802 | mfu: 41.3% | epoch: 1 | remaining: 262s    
step 00154 (12.7%) | loss: 3.643266 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,344 | mfu: 40.9% | epoch: 1 | remaining: 262s    
step 00155 (12.8%) | loss: 3.640899 | lrm: 1.00 | dt: 302ms | tok/sec: 868,386 | mfu: 35.2% | epoch: 1 | remaining: 261s    
step 00156 (12.9%) | loss: 3.638947 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,521 | mfu: 41.2% | epoch: 1 | remaining: 261s    
step 00157 (13.0%) | loss: 3.628107 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,590 | mfu: 41.1% | epoch: 1 | remaining: 261s    
step 00158 (13.1%) | loss: 3.618859 | lrm: 1.00 | dt: 264ms | tok/sec: 993,883 | mfu: 40.3% | epoch: 1 | remaining: 260s    
