warning: `VIRTUAL_ENV=/Users/luuk.derksen/General/external/autoresearch/.venv` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
/usr/local/lib/python3.12/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 57184ms | tok/sec: 4,584 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.008985 | lrm: 0.08 | dt: 260ms | tok/sec: 1,008,505 | mfu: 43.7% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.002180 | lrm: 0.13 | dt: 266ms | tok/sec: 986,583 | mfu: 42.7% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 8.986612 | lrm: 0.17 | dt: 271ms | tok/sec: 968,783 | mfu: 42.0% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.951257 | lrm: 0.22 | dt: 269ms | tok/sec: 973,585 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.872758 | lrm: 0.26 | dt: 263ms | tok/sec: 997,808 | mfu: 43.2% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.749352 | lrm: 0.30 | dt: 266ms | tok/sec: 986,251 | mfu: 42.7% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.601660 | lrm: 0.35 | dt: 269ms | tok/sec: 974,133 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.434084 | lrm: 0.39 | dt: 267ms | tok/sec: 983,030 | mfu: 42.6% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.246326 | lrm: 0.44 | dt: 265ms | tok/sec: 987,862 | mfu: 42.8% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.054483 | lrm: 0.48 | dt: 270ms | tok/sec: 971,870 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 7.865730 | lrm: 0.53 | dt: 271ms | tok/sec: 968,097 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00024 (1.1%) | loss: 7.682887 | lrm: 0.57 | dt: 266ms | tok/sec: 986,917 | mfu: 42.7% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 7.509996 | lrm: 0.62 | dt: 265ms | tok/sec: 989,912 | mfu: 42.9% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 7.347024 | lrm: 0.66 | dt: 267ms | tok/sec: 981,928 | mfu: 42.5% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.193201 | lrm: 0.70 | dt: 268ms | tok/sec: 979,537 | mfu: 42.4% | epoch: 1 | remaining: 296s    
step 00028 (1.5%) | loss: 7.052564 | lrm: 0.75 | dt: 265ms | tok/sec: 988,992 | mfu: 42.8% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 6.919856 | lrm: 0.79 | dt: 268ms | tok/sec: 977,585 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 6.791577 | lrm: 0.84 | dt: 270ms | tok/sec: 972,515 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 6.675152 | lrm: 0.88 | dt: 267ms | tok/sec: 983,393 | mfu: 42.6% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 6.567961 | lrm: 0.93 | dt: 266ms | tok/sec: 985,328 | mfu: 42.7% | epoch: 1 | remaining: 294s    
step 00033 (1.9%) | loss: 6.470308 | lrm: 0.97 | dt: 267ms | tok/sec: 981,306 | mfu: 42.5% | epoch: 1 | remaining: 294s    
step 00034 (2.0%) | loss: 6.377941 | lrm: 1.00 | dt: 269ms | tok/sec: 973,061 | mfu: 42.1% | epoch: 1 | remaining: 294s    
step 00035 (2.1%) | loss: 6.293546 | lrm: 1.00 | dt: 267ms | tok/sec: 982,249 | mfu: 42.5% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.213782 | lrm: 1.00 | dt: 267ms | tok/sec: 981,411 | mfu: 42.5% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.140391 | lrm: 1.00 | dt: 267ms | tok/sec: 980,117 | mfu: 42.5% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.070740 | lrm: 1.00 | dt: 267ms | tok/sec: 981,990 | mfu: 42.5% | epoch: 1 | remaining: 293s    
step 00039 (2.5%) | loss: 6.007201 | lrm: 1.00 | dt: 269ms | tok/sec: 972,902 | mfu: 42.1% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 5.949219 | lrm: 1.00 | dt: 267ms | tok/sec: 980,049 | mfu: 42.5% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 5.892786 | lrm: 1.00 | dt: 268ms | tok/sec: 979,849 | mfu: 42.4% | epoch: 1 | remaining: 292s    
step 00042 (2.7%) | loss: 5.841902 | lrm: 1.00 | dt: 268ms | tok/sec: 977,120 | mfu: 42.3% | epoch: 1 | remaining: 291s    
step 00043 (2.8%) | loss: 5.790321 | lrm: 1.00 | dt: 269ms | tok/sec: 974,186 | mfu: 42.2% | epoch: 1 | remaining: 291s    
step 00044 (2.9%) | loss: 5.741673 | lrm: 1.00 | dt: 269ms | tok/sec: 973,427 | mfu: 42.2% | epoch: 1 | remaining: 291s    
step 00045 (3.0%) | loss: 5.697780 | lrm: 1.00 | dt: 267ms | tok/sec: 980,903 | mfu: 42.5% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.654308 | lrm: 1.00 | dt: 268ms | tok/sec: 976,932 | mfu: 42.3% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.609933 | lrm: 1.00 | dt: 269ms | tok/sec: 975,676 | mfu: 42.3% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.569435 | lrm: 1.00 | dt: 269ms | tok/sec: 973,274 | mfu: 42.2% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.528522 | lrm: 1.00 | dt: 269ms | tok/sec: 972,858 | mfu: 42.1% | epoch: 1 | remaining: 290s    
step 00050 (3.5%) | loss: 5.493576 | lrm: 1.00 | dt: 267ms | tok/sec: 980,726 | mfu: 42.5% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.458611 | lrm: 1.00 | dt: 267ms | tok/sec: 981,337 | mfu: 42.5% | epoch: 1 | remaining: 289s    
step 00052 (3.6%) | loss: 5.425908 | lrm: 1.00 | dt: 270ms | tok/sec: 971,253 | mfu: 42.1% | epoch: 1 | remaining: 289s    
step 00053 (3.7%) | loss: 5.392693 | lrm: 1.00 | dt: 267ms | tok/sec: 980,987 | mfu: 42.5% | epoch: 1 | remaining: 289s    
step 00054 (3.8%) | loss: 5.357102 | lrm: 1.00 | dt: 267ms | tok/sec: 981,074 | mfu: 42.5% | epoch: 1 | remaining: 288s    
step 00055 (3.9%) | loss: 5.326078 | lrm: 1.00 | dt: 266ms | tok/sec: 987,265 | mfu: 42.8% | epoch: 1 | remaining: 288s    
step 00056 (4.0%) | loss: 5.296491 | lrm: 1.00 | dt: 270ms | tok/sec: 972,420 | mfu: 42.1% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.267949 | lrm: 1.00 | dt: 267ms | tok/sec: 980,303 | mfu: 42.5% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.237698 | lrm: 1.00 | dt: 267ms | tok/sec: 983,653 | mfu: 42.6% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.208112 | lrm: 1.00 | dt: 268ms | tok/sec: 979,841 | mfu: 42.4% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.181418 | lrm: 1.00 | dt: 268ms | tok/sec: 978,460 | mfu: 42.4% | epoch: 1 | remaining: 287s    
step 00061 (4.4%) | loss: 5.150885 | lrm: 1.00 | dt: 268ms | tok/sec: 977,401 | mfu: 42.3% | epoch: 1 | remaining: 286s    
step 00062 (4.5%) | loss: 5.122956 | lrm: 1.00 | dt: 267ms | tok/sec: 982,400 | mfu: 42.6% | epoch: 1 | remaining: 286s    
step 00063 (4.6%) | loss: 5.094609 | lrm: 1.00 | dt: 270ms | tok/sec: 971,656 | mfu: 42.1% | epoch: 1 | remaining: 286s    
step 00064 (4.7%) | loss: 5.065543 | lrm: 1.00 | dt: 268ms | tok/sec: 979,352 | mfu: 42.4% | epoch: 1 | remaining: 286s    
step 00065 (4.8%) | loss: 5.038645 | lrm: 1.00 | dt: 267ms | tok/sec: 981,753 | mfu: 42.5% | epoch: 1 | remaining: 285s    
step 00066 (4.9%) | loss: 5.013285 | lrm: 1.00 | dt: 267ms | tok/sec: 982,428 | mfu: 42.6% | epoch: 1 | remaining: 285s    
step 00067 (5.0%) | loss: 4.990114 | lrm: 1.00 | dt: 270ms | tok/sec: 972,634 | mfu: 42.1% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 4.961675 | lrm: 1.00 | dt: 266ms | tok/sec: 986,910 | mfu: 42.7% | epoch: 1 | remaining: 285s    
step 00069 (5.2%) | loss: 4.932184 | lrm: 1.00 | dt: 266ms | tok/sec: 985,283 | mfu: 42.7% | epoch: 1 | remaining: 284s    
step 00070 (5.2%) | loss: 4.902568 | lrm: 1.00 | dt: 268ms | tok/sec: 978,149 | mfu: 42.4% | epoch: 1 | remaining: 284s    
step 00071 (5.3%) | loss: 4.878826 | lrm: 1.00 | dt: 268ms | tok/sec: 979,365 | mfu: 42.4% | epoch: 1 | remaining: 284s    
step 00072 (5.4%) | loss: 4.853375 | lrm: 1.00 | dt: 269ms | tok/sec: 976,277 | mfu: 42.3% | epoch: 1 | remaining: 283s    
step 00073 (5.5%) | loss: 4.828984 | lrm: 1.00 | dt: 268ms | tok/sec: 977,582 | mfu: 42.3% | epoch: 1 | remaining: 283s    
step 00074 (5.6%) | loss: 4.806113 | lrm: 1.00 | dt: 270ms | tok/sec: 972,488 | mfu: 42.1% | epoch: 1 | remaining: 283s    
step 00075 (5.7%) | loss: 4.782321 | lrm: 1.00 | dt: 267ms | tok/sec: 980,607 | mfu: 42.5% | epoch: 1 | remaining: 283s    
step 00076 (5.8%) | loss: 4.757861 | lrm: 1.00 | dt: 269ms | tok/sec: 974,645 | mfu: 42.2% | epoch: 1 | remaining: 282s    
step 00077 (5.9%) | loss: 4.734621 | lrm: 1.00 | dt: 270ms | tok/sec: 969,262 | mfu: 42.0% | epoch: 1 | remaining: 282s    
step 00078 (6.0%) | loss: 4.712671 | lrm: 1.00 | dt: 269ms | tok/sec: 975,727 | mfu: 42.3% | epoch: 1 | remaining: 282s    
step 00079 (6.1%) | loss: 4.691588 | lrm: 1.00 | dt: 268ms | tok/sec: 977,171 | mfu: 42.3% | epoch: 1 | remaining: 282s    
step 00080 (6.1%) | loss: 4.665254 | lrm: 1.00 | dt: 269ms | tok/sec: 975,789 | mfu: 42.3% | epoch: 1 | remaining: 281s    
step 00081 (6.2%) | loss: 4.641652 | lrm: 1.00 | dt: 268ms | tok/sec: 977,531 | mfu: 42.3% | epoch: 1 | remaining: 281s    
step 00082 (6.3%) | loss: 4.615815 | lrm: 1.00 | dt: 267ms | tok/sec: 982,963 | mfu: 42.6% | epoch: 1 | remaining: 281s    
step 00083 (6.4%) | loss: 4.592628 | lrm: 1.00 | dt: 268ms | tok/sec: 977,231 | mfu: 42.3% | epoch: 1 | remaining: 281s    
step 00084 (6.5%) | loss: 4.570217 | lrm: 1.00 | dt: 269ms | tok/sec: 974,280 | mfu: 42.2% | epoch: 1 | remaining: 280s    
step 00085 (6.6%) | loss: 4.548266 | lrm: 1.00 | dt: 270ms | tok/sec: 972,613 | mfu: 42.1% | epoch: 1 | remaining: 280s    
step 00086 (6.7%) | loss: 4.526823 | lrm: 1.00 | dt: 266ms | tok/sec: 983,792 | mfu: 42.6% | epoch: 1 | remaining: 280s    
step 00087 (6.8%) | loss: 4.503782 | lrm: 1.00 | dt: 268ms | tok/sec: 976,722 | mfu: 42.3% | epoch: 1 | remaining: 279s    
step 00088 (6.9%) | loss: 4.477220 | lrm: 1.00 | dt: 269ms | tok/sec: 974,297 | mfu: 42.2% | epoch: 1 | remaining: 279s    
step 00089 (6.9%) | loss: 4.456451 | lrm: 1.00 | dt: 267ms | tok/sec: 983,061 | mfu: 42.6% | epoch: 1 | remaining: 279s    
step 00090 (7.0%) | loss: 4.434715 | lrm: 1.00 | dt: 268ms | tok/sec: 979,177 | mfu: 42.4% | epoch: 1 | remaining: 279s    
step 00091 (7.1%) | loss: 4.414797 | lrm: 1.00 | dt: 269ms | tok/sec: 974,739 | mfu: 42.2% | epoch: 1 | remaining: 278s    
step 00092 (7.2%) | loss: 4.391675 | lrm: 1.00 | dt: 268ms | tok/sec: 976,880 | mfu: 42.3% | epoch: 1 | remaining: 278s    
step 00093 (7.3%) | loss: 4.371049 | lrm: 1.00 | dt: 267ms | tok/sec: 983,473 | mfu: 42.6% | epoch: 1 | remaining: 278s    
step 00094 (7.4%) | loss: 4.348158 | lrm: 1.00 | dt: 266ms | tok/sec: 984,202 | mfu: 42.6% | epoch: 1 | remaining: 278s    
step 00095 (7.5%) | loss: 4.318203 | lrm: 1.00 | dt: 268ms | tok/sec: 978,704 | mfu: 42.4% | epoch: 1 | remaining: 277s    
step 00096 (7.6%) | loss: 4.295671 | lrm: 1.00 | dt: 269ms | tok/sec: 975,573 | mfu: 42.3% | epoch: 1 | remaining: 277s    
step 00097 (7.7%) | loss: 4.280993 | lrm: 1.00 | dt: 267ms | tok/sec: 980,763 | mfu: 42.5% | epoch: 1 | remaining: 277s    
step 00098 (7.7%) | loss: 4.263799 | lrm: 1.00 | dt: 270ms | tok/sec: 971,250 | mfu: 42.1% | epoch: 1 | remaining: 276s    
step 00099 (7.8%) | loss: 4.244161 | lrm: 1.00 | dt: 268ms | tok/sec: 979,528 | mfu: 42.4% | epoch: 1 | remaining: 276s    
step 00100 (7.9%) | loss: 4.225681 | lrm: 1.00 | dt: 268ms | tok/sec: 979,938 | mfu: 42.4% | epoch: 1 | remaining: 276s    
step 00101 (8.0%) | loss: 4.204913 | lrm: 1.00 | dt: 270ms | tok/sec: 972,503 | mfu: 42.1% | epoch: 1 | remaining: 276s    
step 00102 (8.1%) | loss: 4.184730 | lrm: 1.00 | dt: 270ms | tok/sec: 971,360 | mfu: 42.1% | epoch: 1 | remaining: 275s    
step 00103 (8.2%) | loss: 4.168041 | lrm: 1.00 | dt: 267ms | tok/sec: 980,445 | mfu: 42.5% | epoch: 1 | remaining: 275s    
step 00104 (8.3%) | loss: 4.150462 | lrm: 1.00 | dt: 265ms | tok/sec: 988,709 | mfu: 42.8% | epoch: 1 | remaining: 275s    
step 00105 (8.4%) | loss: 4.132942 | lrm: 1.00 | dt: 270ms | tok/sec: 972,068 | mfu: 42.1% | epoch: 1 | remaining: 275s    
step 00106 (8.5%) | loss: 4.116778 | lrm: 1.00 | dt: 267ms | tok/sec: 982,621 | mfu: 42.6% | epoch: 1 | remaining: 274s    
step 00107 (8.6%) | loss: 4.101262 | lrm: 1.00 | dt: 269ms | tok/sec: 975,659 | mfu: 42.3% | epoch: 1 | remaining: 274s    
step 00108 (8.6%) | loss: 4.085961 | lrm: 1.00 | dt: 267ms | tok/sec: 980,296 | mfu: 42.5% | epoch: 1 | remaining: 274s    
step 00109 (8.7%) | loss: 4.070496 | lrm: 1.00 | dt: 267ms | tok/sec: 983,055 | mfu: 42.6% | epoch: 1 | remaining: 274s    
step 00110 (8.8%) | loss: 4.057132 | lrm: 1.00 | dt: 271ms | tok/sec: 966,443 | mfu: 41.9% | epoch: 1 | remaining: 273s    
step 00111 (8.9%) | loss: 4.040187 | lrm: 1.00 | dt: 266ms | tok/sec: 983,750 | mfu: 42.6% | epoch: 1 | remaining: 273s    
step 00112 (9.0%) | loss: 4.021361 | lrm: 1.00 | dt: 268ms | tok/sec: 976,352 | mfu: 42.3% | epoch: 1 | remaining: 273s    
step 00113 (9.1%) | loss: 4.010258 | lrm: 1.00 | dt: 270ms | tok/sec: 969,678 | mfu: 42.0% | epoch: 1 | remaining: 272s    
step 00114 (9.2%) | loss: 3.995389 | lrm: 1.00 | dt: 269ms | tok/sec: 973,510 | mfu: 42.2% | epoch: 1 | remaining: 272s    
step 00115 (9.3%) | loss: 3.982007 | lrm: 1.00 | dt: 269ms | tok/sec: 974,947 | mfu: 42.2% | epoch: 1 | remaining: 272s    
step 00116 (9.4%) | loss: 3.965988 | lrm: 1.00 | dt: 265ms | tok/sec: 990,356 | mfu: 42.9% | epoch: 1 | remaining: 272s    
step 00117 (9.4%) | loss: 3.949295 | lrm: 1.00 | dt: 269ms | tok/sec: 972,789 | mfu: 42.1% | epoch: 1 | remaining: 271s    
step 00118 (9.5%) | loss: 3.936423 | lrm: 1.00 | dt: 268ms | tok/sec: 979,573 | mfu: 42.4% | epoch: 1 | remaining: 271s    
step 00119 (9.6%) | loss: 3.925214 | lrm: 1.00 | dt: 267ms | tok/sec: 981,487 | mfu: 42.5% | epoch: 1 | remaining: 271s    
step 00120 (9.7%) | loss: 3.907408 | lrm: 1.00 | dt: 268ms | tok/sec: 979,582 | mfu: 42.4% | epoch: 1 | remaining: 271s    
step 00121 (9.8%) | loss: 3.895843 | lrm: 1.00 | dt: 268ms | tok/sec: 976,925 | mfu: 42.3% | epoch: 1 | remaining: 270s    
step 00122 (9.9%) | loss: 3.882220 | lrm: 1.00 | dt: 268ms | tok/sec: 978,796 | mfu: 42.4% | epoch: 1 | remaining: 270s    
step 00123 (10.0%) | loss: 3.866267 | lrm: 1.00 | dt: 266ms | tok/sec: 986,243 | mfu: 42.7% | epoch: 1 | remaining: 270s    
step 00124 (10.1%) | loss: 3.856583 | lrm: 1.00 | dt: 268ms | tok/sec: 979,724 | mfu: 42.4% | epoch: 1 | remaining: 270s    
step 00125 (10.2%) | loss: 3.846944 | lrm: 1.00 | dt: 269ms | tok/sec: 974,126 | mfu: 42.2% | epoch: 1 | remaining: 269s    
step 00126 (10.3%) | loss: 3.833639 | lrm: 1.00 | dt: 268ms | tok/sec: 979,799 | mfu: 42.4% | epoch: 1 | remaining: 269s    
step 00127 (10.3%) | loss: 3.822070 | lrm: 1.00 | dt: 268ms | tok/sec: 976,777 | mfu: 42.3% | epoch: 1 | remaining: 269s    
step 00128 (10.4%) | loss: 3.805892 | lrm: 1.00 | dt: 267ms | tok/sec: 980,398 | mfu: 42.5% | epoch: 1 | remaining: 268s    
step 00129 (10.5%) | loss: 3.795281 | lrm: 1.00 | dt: 269ms | tok/sec: 974,897 | mfu: 42.2% | epoch: 1 | remaining: 268s    
step 00130 (10.6%) | loss: 3.783776 | lrm: 1.00 | dt: 268ms | tok/sec: 976,583 | mfu: 42.3% | epoch: 1 | remaining: 268s    
step 00131 (10.7%) | loss: 3.769083 | lrm: 1.00 | dt: 268ms | tok/sec: 979,579 | mfu: 42.4% | epoch: 1 | remaining: 268s    
step 00132 (10.8%) | loss: 3.763041 | lrm: 1.00 | dt: 268ms | tok/sec: 977,139 | mfu: 42.3% | epoch: 1 | remaining: 267s    
step 00133 (10.9%) | loss: 3.755325 | lrm: 1.00 | dt: 267ms | tok/sec: 980,667 | mfu: 42.5% | epoch: 1 | remaining: 267s    
step 00134 (11.0%) | loss: 3.749178 | lrm: 1.00 | dt: 267ms | tok/sec: 981,357 | mfu: 42.5% | epoch: 1 | remaining: 267s    
step 00135 (11.1%) | loss: 3.741207 | lrm: 1.00 | dt: 268ms | tok/sec: 979,054 | mfu: 42.4% | epoch: 1 | remaining: 267s    
step 00136 (11.1%) | loss: 3.733769 | lrm: 1.00 | dt: 268ms | tok/sec: 977,176 | mfu: 42.3% | epoch: 1 | remaining: 266s    
step 00137 (11.2%) | loss: 3.727263 | lrm: 1.00 | dt: 269ms | tok/sec: 974,008 | mfu: 42.2% | epoch: 1 | remaining: 266s    
step 00138 (11.3%) | loss: 3.719730 | lrm: 1.00 | dt: 265ms | tok/sec: 988,955 | mfu: 42.8% | epoch: 1 | remaining: 266s    
step 00139 (11.4%) | loss: 3.713685 | lrm: 1.00 | dt: 267ms | tok/sec: 982,342 | mfu: 42.6% | epoch: 1 | remaining: 265s    
step 00140 (11.5%) | loss: 3.703342 | lrm: 1.00 | dt: 269ms | tok/sec: 973,360 | mfu: 42.2% | epoch: 1 | remaining: 265s    
step 00141 (11.6%) | loss: 3.695511 | lrm: 1.00 | dt: 267ms | tok/sec: 981,637 | mfu: 42.5% | epoch: 1 | remaining: 265s    
step 00142 (11.7%) | loss: 3.685600 | lrm: 1.00 | dt: 267ms | tok/sec: 980,535 | mfu: 42.5% | epoch: 1 | remaining: 265s    
step 00143 (11.8%) | loss: 3.683838 | lrm: 1.00 | dt: 268ms | tok/sec: 977,409 | mfu: 42.3% | epoch: 1 | remaining: 264s    
step 00144 (11.9%) | loss: 3.669398 | lrm: 1.00 | dt: 268ms | tok/sec: 978,636 | mfu: 42.4% | epoch: 1 | remaining: 264s    
step 00145 (11.9%) | loss: 3.661210 | lrm: 1.00 | dt: 267ms | tok/sec: 983,497 | mfu: 42.6% | epoch: 1 | remaining: 264s    
step 00146 (12.0%) | loss: 3.660951 | lrm: 1.00 | dt: 266ms | tok/sec: 983,728 | mfu: 42.6% | epoch: 1 | remaining: 264s    
step 00147 (12.1%) | loss: 3.648172 | lrm: 1.00 | dt: 267ms | tok/sec: 981,140 | mfu: 42.5% | epoch: 1 | remaining: 263s    
step 00148 (12.2%) | loss: 3.644389 | lrm: 1.00 | dt: 267ms | tok/sec: 980,108 | mfu: 42.5% | epoch: 1 | remaining: 263s    
step 00149 (12.3%) | loss: 3.635311 | lrm: 1.00 | dt: 267ms | tok/sec: 982,696 | mfu: 42.6% | epoch: 1 | remaining: 263s    
step 00150 (12.4%) | loss: 3.629331 | lrm: 1.00 | dt: 268ms | tok/sec: 976,864 | mfu: 42.3% | epoch: 1 | remaining: 263s    
step 00151 (12.5%) | loss: 3.625652 | lrm: 1.00 | dt: 268ms | tok/sec: 978,409 | mfu: 42.4% | epoch: 1 | remaining: 262s    
step 00152 (12.6%) | loss: 3.619187 | lrm: 1.00 | dt: 269ms | tok/sec: 975,444 | mfu: 42.3% | epoch: 1 | remaining: 262s    
step 00153 (12.7%) | loss: 3.615844 | lrm: 1.00 | dt: 268ms | tok/sec: 978,321 | mfu: 42.4% | epoch: 1 | remaining: 262s    
step 00154 (12.8%) | loss: 3.613661 | lrm: 1.00 | dt: 267ms | tok/sec: 980,265 | mfu: 42.5% | epoch: 1 | remaining: 261s    
step 00155 (12.8%) | loss: 3.613147 | lrm: 1.00 | dt: 267ms | tok/sec: 981,411 | mfu: 42.5% | epoch: 1 | remaining: 261s    
step 00156 (12.9%) | loss: 3.613540 | lrm: 1.00 | dt: 267ms | tok/sec: 981,982 | mfu: 42.5% | epoch: 1 | remaining: 261s    
step 00157 (13.0%) | loss: 3.603538 | lrm: 1.00 | dt: 266ms | tok/sec: 986,510 | mfu: 42.7% | epoch: 1 | remaining: 261s    
step 00158 (13.1%) | loss: 3.595284 | lrm: 1.00 | dt: 269ms | tok/sec: 973,208 | mfu: 42.2% | epoch: 1 | remaining: 260s    
